Default Monster Data					Stats								Movement and Combat					Attack 1			Attack 2			    Spell Attack		    Spell Attack 2		Resistances										Misc
#	Name	Picture	LVL	 HP 	AC	 EXP 	Treasure	Blood	Fly	Move	AI Type	Hst	Spd	Rec	Pref	Bonus	Type	Damage	Miss	Att%	Type	Damage	Miss	Use%	"Spl,Mas,Skil"	Use%	"Spl,Mas,Skil"	Fire	Air	Water	Earth	Mind	Spirit	Body	Light	Dark	Phys	Special
477	Fire Archer	BArcher C	25	117	164	833	10%10D20+L3Bow	0	N	Short	Aggress	4	160	80	0	0	Phys	31D32+17	Arrow	30	Fire	31D64+17	ArrowF	25	"Fireball,N,4"	0	0	58	58	58	58	0	58	58	58	58	0	0
478	Magyar	Barbarian A	20	134	210	676	5%5D10+L2Misc	0	N	Long	Aggress	4	260	80	0	0	Phys	28D28+23	0	0	0	0	0	20	0	0	0	90	90	90	90	20	90	90	90	90	0	0
479	Magyar Soldier	Barbarian B	26	152	225	946	5%10D10+L3Misc	0	N	Med	Aggress	4	280	70	0	0	Phys	32D32+26	0	10	Phys	32D32+26	0	26	0	0	0	106	106	106	106	36	106	106	106	106	0	0
480	Magyar Matron	Barbarian C	33	174	240	1324	10%20D10+L4Misc	0	N	Med	Suicidal	4	300	60	0	0	Phys	36D37	0	20	Air	36D37	Air	33	0	0	0	121	121	121	121	51	121	121	121	121	0	0
481	Bat	BBat A	3	10	0	137	0	0	Y	Free	Normal	4	280	50	0	Disease1	Phys	11D11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	Giant Bat	BBat B	3	11	15	191	5%L1Ring	0	Y	Free	Normal	4	300	50	0	Disease1	Phys	11D11	0	0	0	0	0	3	0	0	0	10	10	10	10	10	10	10	10	10	0	0
483	Vampire Bat	BBat C	5	13	30	267	5%L2Ring	0	Y	Free	Aggress	4	320	50	0	Disease2	Phys	14D14+5	0	0	0	0	0	5	0	0	0	20	20	20	20	20	20	20	20	20	0	0
484	Flying Eye	BBeholder A	32	259	187	1422	10%L4Ring	0	Y	Med	Aggress	4	140	70	0	Asleepx4	Water	35D36+32	Water	0	0	0	0	32	0	0	0	90	90	Imm	90	90	Imm	90	Imm	Imm	0	0
485	Terrible Eye	BBeholder B	41	295	202	1990	20%L5Ring	0	Y	Med	Aggress	4	160	60	0	Afraidx4	Fire	40D41+15	Fire	0	0	0	0	41	"Fireball,N,11"	0	0	Imm	106	106	106	106	Imm	106	Imm	Imm	0	0
486	Maddening Eye	BBeholder C	54	336	217	2786	30%L6Ring	0	Y	Short	Suicidal	4	180	50	0	Insanex4	Air	46D47+18	Air	0	0	0	0	54	"Dispel Magic,N,10"	0	0	121	Imm	121	121	121	Imm	121	Imm	Imm	0	0
487	Blood Sucker	Bloodsucker A	3	14	30	51	0	0	Y	Free	Normal	4	300	50	0	Disease1	Phys	11D11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
488	Brain Sucker	Bloodsucker B	3	15	45	71	5%L1Ring	0	Y	Free	Aggress	4	350	50	0	Disease1	Phys	11D11	0	0	0	0	0	3	0	0	0	10	10	10	10	10	10	10	10	10	0	0
489	Soul Sucker	Bloodsucker C	5	18	60	99	5%L2Ring	0	Y	Free	Suicidal	4	400	50	0	Disease2	Phys	14D14+5	0	0	0	0	0	5	0	0	0	20	20	20	20	20	20	20	20	20	0	0
490	Acolyte of Baa	Cleric A	13	70	154	319	5%5D10+L1Mace	0	N	Med	Normal	4	160	90	0	0	Air	22D23+19	Air	0	0	0	0	13	0	0	0	23	23	23	23	0	23	23	23	23	0	0
491	Cleric of Baa	Cleric B	16	79	169	446	5%10D10+L2Mace	0	N	Med	Normal	4	180	90	0	0	Air	25D25+21	Air	0	0	0	0	16	"Harm,N,6"	0	0	40	40	40	40	0	40	40	40	40	0	0
492	Priest of Baa	Cleric C	21	91	184	624	10%20D10+L3Misc	0	N	Med	Aggress	4	200	80	0	0	Air	29D29+7	Air	0	0	0	0	21	"Flying Fist,N,10"	0	"Power Cure,G,10"	56	56	56	56	0	56	56	56	56	0	0
493	Cobra	Cobra A	7	31	40	183	5%L1Misc	0	N	Free	Normal	4	300	70	0	Poison1x10	Phys	16D17+10	0	20	Water	16D17+10	0	7	0	0	0	0	0	0	Imm	0	0	0	0	0	0	0
494	King Cobra	Cobra B	9	35	55	256	5%L2Misc	0	N	Free	Aggress	4	270	70	0	Poison1x20	Phys	19D19+2	0	20	Water	19D19+2	0	9	0	0	0	10	10	10	Imm	10	10	10	10	10	0	0
495	Queen Cobra	Cobra C	11	40	70	358	10%L3Misc	0	N	Free	Suicidal	4	240	50	0	Poison2x5	Phys	21D21+3	0	20	Water	21D21+3	0	11	0	0	0	20	20	20	Imm	20	20	20	20	20	0	0
496	Agar's Pet	Cockatrice A	28	233	195	986	4D20	0	Y	Free	Normal	4	240	80	0	DrainSP	Phys	33D34+8	0	0	0	0	0	28	0	0	0	77	77	77	77	Imm	Imm	77	Imm	Imm	0	0
497	Agar's Monster	Cockatrice B	36	265	210	1380	6D20	0	Y	Free	Aggress	4	260	80	0	DrainSPx2	Phys	38D38+9	0	0	0	0	0	36	0	0	0	92	92	92	92	Imm	Imm	92	Imm	Imm	0	0
498	Agar's Abomination	Cockatrice C	47	302	225	1931	10D20	0	Y	Free	Suicidal	4	280	80	0	DrainSPx3	Phys	43D44+6	0	0	0	0	0	47	0	0	0	108	108	108	108	Imm	Imm	108	Imm	Imm	0	0
499	Devil Captain	DemonFly A	52	386	209	2866	0	0	Y	Long	Aggress	4	250	60	0	Disease2x2	Phys	45D46+30	0	20	Fire	45D46+30	Fire	52	"Fireball,N,9"	0	0	Imm	175	105	175	140	105	105	105	105	0	0
500	Devil Master	DemonFly B	67	440	224	4012	0	0	Y	Long	Aggress	4	300	50	0	Disease3x2	Phys	52D52+1	0	20	Fire	52D52+1	Fire	67	"Meteor Shower,M,19"	0	0	Imm	180	110	180	145	120	120	120	120	0	0
501	Devil King	DemonFly C	87	501	239	5616	0	0	Y	Med	Suicidal	4	350	40	0	DrainSPx5	Phys	59D59+32	0	20	Fire	59D59+32	Fire	87	"Incinerate,M,60"	0	0	Imm	185	115	185	185	Imm	136	Imm	Imm	0	0
502	Devil Spawn	Demon A	35	277	198	1972	0	0	N	Med	Aggress	4	200	70	0	Disease2x2	Phys	37D38+7	0	20	Fire	37D38+7	Fire	35	"Fire Bolt,N,20"	0	0	Imm	140	70	140	105	70	70	70	70	0	0
503	Devil Worker	Demon B	45	315	213	2760	0	0	N	Med	Aggress	4	250	60	0	Disease3x2	Phys	42D43+11	0	20	Fire	42D43+11	Fire	45	"Fire Bolt,N,36"	0	0	Imm	145	75	145	110	110	110	110	110	0	0
504	Devil Warrior	Demon C	59	360	228	3863	0	0	N	Short	Suicidal	4	300	50	0	DrainSPx5	Phys	48D49+30	0	20	Fire	48D49+30	Fire	59	"Fireball,N,22"	0	0	Imm	150	80	150	150	Imm	136	Imm	Imm	0	0
505	Fire Lizard	DragonCave A	45	368	209	2362	20%100D10+L4	0	N	Med	Aggress	4	200	70	2	0	Fire	42D43+11	Fire	0	0	0	0	45	"Fireball,M,11"	0	0	Imm	108	38	108	108	108	108	108	108	0	0
506	Lightning Lizard	DragonCave B	58	419	224	3306	20%150D10+L5	0	N	Short	Aggress	4	220	65	2	0	Air	48D48+38	Air	0	0	0	0	58	"Lightning Bolt,M,30"	0	0	75	Imm	120	120	120	120	120	120	120	0	0
507	Thunder Lizard	DragonCave C	76	478	239	4628	20%200D10+L5	0	N	Short	Aggress	4	240	60	2	0	Water	55D55+44	Water	0	0	0	0	76	"Poison Spray,M,120"	0	0	133	133	Imm	112	133	133	133	133	133	0	0
508	Flame Drake	BDragonFly A	35	285	198	739	10%30D10+L3	0	Y	Free	Aggress	4	240	70	0	0	Fire	37D38+7	Fire	0	0	0	0	35	"Fireball,M,9"	0	0	Imm	35	35	105	35	35	35	35	35	0	0
509	Frost Drake	BDragonFly B	45	324	213	1034	10%60D10+L4	0	Y	Long	Aggress	4	260	60	0	0	Water	42D43+11	Water	0	0	0	0	45	"Poison Spray,M,50"	0	0	75	75	Imm	127	75	75	75	75	75	0	0
510	Energy Drake	BDragonFly C	59	370	228	1447	20%100D10+L5	0	Y	Med	Suicidal	4	280	50	0	0	Phys	48D49+30	Ener	0	0	0	0	59	"Toxic Cloud,M,7"	0	0	115	115	115	150	115	115	115	115	115	0	0
511	Wyrm	DragonLand A	49	495	207	2935	100D10+L5	0	N	Med	Aggress	4	180	70	2	Poison3x5	Water	44D44+42	Water	0	0	0	0	49	0	0	0	105	105	105	Imm	105	105	105	105	105	0	0
512	Giant Wyrm	DragonLand B	63	564	222	4109	150D10+L5	0	N	Med	Aggress	4	160	70	3	Poison3x10	Water	50D50+44	Water	0	0	0	0	63	0	0	0	120	120	120	Imm	120	120	120	120	120	0	0
513	Great Wyrm	DragonLand C	82	643	237	5752	200D10+L6	0	N	Short	Aggress	4	140	70	4	Poison3x20	Water	57D58+5	Water	0	0	0	0	82	0	0	0	136	136	136	Imm	136	136	136	136	136	0	0
514	Red Dragon	DragonCover A	98	984	226	7798	250D10+L6	0	Y	Long	Aggress	4	240	70	4	0	Fire	62D63+51	Fire	0	0	0	0	98	"Fireball,M,19"	0	0	Imm	126	105	126	126	126	126	126	126	0	0
515	Blue Dragon	DragonCover B	127	1121	241	10917	300D10+L6	0	Y	Med	Aggress	4	260	65	4	0	Water	71D72+16	Water	0	0	0	0	127	"Acid Burst,M,35"	0	0	110	162	Imm	162	162	162	162	162	162	0	0
516	Gold Dragon	DragonCover C	165	1279	256	15283	400D10+L6	0	Y	Short	Aggress	4	300	60	4	0	Phys	81D82+21	Ener	0	0	0	0	165	"Dispel Magic,E,4"	0	"Lightning Bolt,M,40"	185	150	185	185	Imm	Imm	185	185	185	0	0
517	Druid	Druidess A	14	83	164	385	5%10D10+L1Misc	0	N	Med	Normal	4	160	90	0	DrainSPx5	Fire	23D24+13	Fire	0	0	0	0	14	"Harm,N,4"	0	"Hour of Power,G,15"	65	65	65	65	25	65	65	65	65	0	0
518	Great Druid	Druidess B	18	94	179	539	10%20D10+L2Misc	0	N	Med	Aggress	4	180	90	0	DrainSPx5	Water	26D27+24	Water	0	0	0	0	18	"Deadly Swarm,N,8"	0	"Day of Protection,M,4"	80	80	80	80	35	80	80	80	80	0	0
519	Grand Druid	Druidess C	23	107	194	754	20%50D10+L3Misc	0	N	Short	Aggress	4	200	80	2	DrainSPx5	Earth	30D30+28	Earth	0	0	0	0	23	"Fireball,M,10"	0	"Power Cure,G,10"	97	97	97	97	45	97	97	97	97	0	0
520	Dwarf	BDwarf A	16	96	195	458	5%5D10+L1	0	N	Med	Normal	4	160	70	0	0	Phys	25D25+21	0	20	Phys	25D50+21	0	16	0	0	0	80	80	80	Imm	80	115	80	115	115	0	0
521	Dwarf Warrior	BDwarf B	20	109	210	641	10%10D10L2Axe	0	N	Med	Aggress	4	180	80	0	0	Phys	28D28+23	0	20	Phys	28D56+23	0	20	0	0	0	105	105	105	Imm	105	115	105	120	120	0	0
522	Dwarf Lord	BDwarf C	27	124	225	897	25%20D10+L3Axe	0	N	Short	Suicidal	4	200	80	0	0	Phys	33D33+1	0	20	Phys	33D66+1	0	27	0	0	0	120	120	120	Imm	120	131	120	131	131	0	0
523	Dust Devil	ElemAir A	27	180	168	582	0	0	Y	Free	Suicidal	4	220	90	0	0	Air	33D33+1	Air	0	0	0	0	27	0	0	0	95	Imm	95	25	Imm	Imm	116	116	116	0	0
524	Twister	ElemAir B	35	205	183	814	0	0	Y	Free	Suicidal	4	240	90	0	0	Air	37D38+7	Air	0	0	0	0	35	0	0	0	110	Imm	110	40	Imm	Imm	131	131	131	0	0
525	Air Elemental	ElemAir C	45	234	198	1139	0	0	Y	Free	Suicidal	4	260	80	0	0	Air	42D43+11	Air	0	0	0	0	45	0	0	0	125	Imm	125	55	Imm	Imm	146	146	146	0	0
526	Rock Beast	ElemEarth A	26	180	194	934	10D20	0	N	Free	Suicidal	4	220	90	0	0	Phys	32D32+26	0	40	Phys	32D32+26	Rock	26	0	0	0	95	25	95	Imm	Imm	Imm	116	116	116	0	0
527	Earth Spirit	ElemEarth B	33	205	209	1307	15D20	0	N	Free	Suicidal	4	240	90	0	0	Phys	36D37	0	40	Phys	36D37	Rock	33	0	0	0	110	40	110	Imm	Imm	Imm	131	131	131	0	0
528	Earth Elemental	ElemEarth C	43	234	224	1829	30D20	0	N	Free	Suicidal	4	260	80	0	Uncon	Phys	41D42+14	0	40	Phys	41D42+14	Rock	43	0	0	0	125	55	125	Imm	Imm	Imm	146	146	146	0	0
529	Fire Beast	ElemFire A	21	141	176	721	0	0	Y	Free	Suicidal	4	200	90	0	0	Fire	29D29+7	Fire	0	0	0	0	21	0	0	0	Imm	95	25	95	Imm	Imm	116	116	116	0	0
530	Fire Spirit	ElemFire B	27	160	191	1009	0	0	Y	Free	Suicidal	4	220	90	0	0	Fire	33D33+1	Fire	0	0	0	0	27	0	0	0	Imm	110	40	110	Imm	Imm	131	131	131	0	0
531	Fire Elemental	ElemFire C	35	183	206	1412	0	0	Y	Free	Suicidal	4	240	80	0	0	Fire	37D38+7	Fire	0	0	0	0	35	0	0	0	Imm	125	55	125	Imm	Imm	146	146	146	0	0
532	Water Beast	ElemWater A	20	129	166	644	0	0	N	Free	Suicidal	4	240	80	0	0	Phys	28D28+23	0	0	0	0	0	20	"IceBolt,N,9"	0	0	25	95	Imm	95	Imm	Imm	116	116	116	0	0
533	Water Spirit	ElemWater B	26	147	181	901	0	0	N	Free	Suicidal	4	260	80	0	0	Phys	32D32+26	0	0	0	0	0	26	"IceBolt,N,15"	0	0	40	110	Imm	110	Imm	Imm	131	131	131	0	0
534	Water Elemental	ElemWater C	33	167	196	1261	0	0	N	Free	Suicidal	4	280	70	0	0	Phys	36D37	0	0	0	0	0	33	"IceBolt,N,26"	0	0	55	125	Imm	125	Imm	Imm	146	146	146	0	0
535	Fighter	FighterChain A	20	125	195	625	5%10D10+L1Chain	0	N	Long	Normal	4	220	90	0	0	Phys	28D28+23	0	0	0	0	0	20	0	0	0	67	67	67	67	0	67	67	67	67	0	0
536	Soldier	FighterChain B	26	142	210	875	5%20D10+L2Chain	0	N	Long	Aggress	4	240	80	0	0	Phys	32D32+26	0	0	0	0	0	26	0	0	0	82	82	82	82	12	82	82	82	82	0	0
537	Veteran	FighterChain C	33	162	225	1225	10%30D10+L3Chain	0	N	Med	Aggress	4	260	70	0	0	Phys	36D37	0	20	Phys	36D37	0	33	0	0	0	97	97	97	97	27	97	97	97	97	0	0
538	Thug	FighterLeath A	12	61	139	271	5%3D20+L1Leather	0	N	Long	Normal	4	200	100	0	0	Phys	22D22	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
539	Ruffian	FighterLeath B	15	69	154	379	5%5D20+L2Leather	0	N	Long	Aggress	4	220	90	0	0	Phys	24D25+5	0	0	0	0	0	15	0	0	0	10	10	10	10	0	10	10	10	10	0	0
540	Brigand	FighterLeath C	20	79	169	530	10%10D20+L3Leather	0	N	Med	Aggress	4	240	80	0	0	Phys	28D28+23	0	10	Phys	28D28+23	0	20	0	0	0	22	22	22	22	0	22	22	22	22	0	0
541	Stone Gargoyle	BGargoyle A	19	119	187	582	5%5D10+L2Amulet	0	Y	Long	Aggress	4	300	80	0	Weakx3	Phys	27D28+11	0	0	0	0	0	19	0	0	0	35	35	35	Imm	35	35	35	35	35	0	0
542	Marble Gargoyle	BGargoyle B	24	135	202	814	10%10D10+L2Amulet	0	Y	Long	Aggress	4	320	80	0	Paralyze	Phys	31D31+8	0	0	0	0	0	24	0	0	0	40	40	40	Imm	57	57	57	57	57	0	0
543	Diamond Gargoyle	BGargoyle C	32	154	217	1139	20%25D10+L3Amulet	0	Y	Med	Suicidal	4	350	70	0	Paralyze	Phys	35D36+32	0	0	0	0	0	32	0	0	0	45	45	45	Imm	79	79	79	79	79	Imm	0
544	Genie	BGenie A	36	301	194	2705	30%L4	0	Y	Free	Aggress	4	200	60	0	0	Water	38D38+9	Water	0	0	0	0	36	"IceBolt,M,18"	0	0	48	118	Imm	118	118	118	118	118	118	0	0
545	Djinn	BGenie B	46	343	209	3786	30%L5	0	Y	Free	Aggress	4	220	50	0	Asleepx3	Air	43D43+8	Air	0	0	0	0	46	"Lightning Bolt,M,30"	0	"Day of Protection,M,4"	133	Imm	133	59	133	133	133	133	133	0	0
546	Efreet	BGenie C	60	391	224	5300	30%L6	0	Y	Free	Aggress	4	250	40	0	Afraidx3	Fire	49D49+22	Fire	0	0	0	0	60	"Fireball,M,22"	0	0	Imm	151	64	151	151	151	151	151	151	0	0
547	Ghost	BGhost A	11	55	157	252	5%L2Ring	0	Y	Free	Normal	4	240	100	0	Afraidx3	Phys	21D21+3	0	0	0	0	0	11	0	0	0	38	38	38	Imm	Imm	Imm	38	0	38	0	0
548	Evil Spirit	BGhost B	14	62	172	352	10%L3Ring	0	Y	Long	Normal	4	260	90	0	0	Phys	23D24+13	0	0	0	0	0	14	0	0	0	57	57	57	Imm	Imm	Imm	57	0	57	0	0
549	Specter	BGhost C	18	71	187	492	20%L4Ring	0	Y	Med	Suicidal	4	300	90	0	Uncon	Phys	26D27+24	0	0	0	0	0	18	0	0	0	76	76	76	Imm	Imm	Imm	76	0	76	0	0
550	Goblin	BGoblin A	5	17	10	137	4D4	0	N	Med	Normal	4	160	100	0	0	Phys	14D14+5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
551	Goblin Shaman	BGoblin B	6	19	25	191	8D4	0	N	Med	Normal	4	170	100	0	0	Phys	15D16+2	0	0	0	0	0	6	"Fire Bolt,N,1"	0	0	10	10	10	10	10	10	10	10	10	0	0
552	Goblin King	BGoblin C	8	22	40	267	10%15D4+L1	0	N	Short	Aggress	4	180	90	0	0	Phys	17D19	0	0	0	0	0	8	"Fire Bolt,N,2"	0	0	22	22	22	22	22	22	22	22	22	0	0
553	Guard	Guard A	17	139	195	504	5%3D20+L1Armor	0	N	Short	Normal	4	200	90	0	0	Phys	26D26+10	0	0	0	0	0	17	0	0	0	30	30	30	30	0	30	30	30	30	0	0
554	Lieutenant	Guard B	22	158	210	705	5%5D20+L2Armor	0	N	Short	Normal	4	220	90	0	0	Phys	29D30+18	0	10	Phys	29D60+18	0	22	0	0	0	45	45	45	45	5	45	45	45	45	0	0
555	Captain	Guard C	28	180	225	986	10%10D20+L3Armor	0	N	Short	Aggress	4	240	80	0	0	Phys	33D34+8	0	10	Phys	33D68+8	0	28	0	0	0	61	61	61	61	10	61	61	61	61	0	0
556	Harpy	BHarpy A	13	70	114	308	4D10	0	Y	Long	Aggress	4	250	90	0	0	Phys	22D23+19	0	0	0	0	0	13	0	0	0	0	0	0	0	44	44	44	44	44	0	0
557	Harpy Hag	BHarpy B	16	79	129	431	6D10	0	Y	Long	Aggress	4	300	90	0	Cursex3	Phys	25D25+21	0	0	0	0	0	16	0	0	0	10	10	10	10	75	75	75	75	75	0	0
558	Harpy Witch	BHarpy C	21	91	144	603	20%10D10+L2Ring	0	Y	Long	Suicidal	4	350	80	0	Cursex6	Phys	29D29+7	0	0	0	0	0	21	"Mass Curse,N,3"	0	0	20	20	20	20	106	106	106	106	106	0	0
559	Hydra	BHydra A	45	429	202	2505	50D10+L3	0	N	Med	Aggress	4	220	80	2	0	Phys	42D43+11	0	30	Fire	42D43+11	Fire	45	0	0	0	Imm	140	70	140	105	70	140	70	70	0	0
560	Venomous Hydra	BHydra B	58	489	217	3507	100D10+L4	0	N	Med	Aggress	4	240	80	2	Poison3x20	Phys	48D48+38	0	30	Water	48D48+38	Water	58	0	0	0	145	75	145	Imm	110	75	145	75	75	0	0
561	Colossal Hydra	BHydra C	76	557	232	4909	200D10+L5	0	N	Short	Aggress	4	260	80	3	Dead	Phys	55D55+44	0	40	Phys	55D55+44	Ener	76	0	0	0	220	150	80	150	115	80	150	150	150	0	0
562	Defender of VARN	Jackalman A	42	396	220	2299	100D10	0	N	Med	Normal	4	220	60	0	0	Phys	41D41+15	0	20	Phys	41D41+15	Ener	42	"Psychic Shock,M,24"	0	0	105	105	105	105	Imm	Imm	70	70	70	0	0
563	Sentinel of VARN	Jackalman B	54	451	235	3218	150D10	0	N	Med	Aggress	4	240	60	0	0	Phys	46D47+18	0	20	Phys	46D47+18	Ener	54	"Psychic Shock,M,44"	0	0	131	131	131	131	Imm	Imm	110	110	110	0	0
564	Guardian of VARN	Jackalman C	70	514	250	4505	200D10	0	N	Short	Aggress	4	280	60	0	0	Phys	53D53+18	0	20	Phys	53D53+18	Ener	70	"Psychic Shock,M,58"	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	136	136	0	0
565	Death Knight	KnightPlate A	57	513	236	4013	10%10D100+L4Plate	0	N	Long	Normal	4	250	80	0	Afraidx2	Phys	47D48+45	0	20	Dark	47D48+45	Dark	57	0	0	0	165	95	165	165	Imm	95	165	95	165	0	0
566	Doom Knight	KnightPlate B	74	584	251	5618	10%20D100+L5Plate	0	N	Med	Aggress	4	300	70	2	Afraidx3	Phys	54D55+18	0	20	Dark	54D55+18	Dark	74	0	0	0	180	110	180	180	Imm	110	180	110	180	0	0
567	Cuisinart	KnightPlate C	96	666	266	7865	30%40D100+L6Plate	0	N	Short	Aggress	4	350	50	3	Afraidx4	Phys	62D62+33	0	20	Dark	62D62+33	Dark	96	"Pain Reflection,M,5"	0	0	195	125	195	195	Imm	125	195	125	195	0	0
568	Lich	BLich A	32	169	185	871	10%10D20+L3Misc	0	N	Med	Aggress	4	180	90	0	0	Air	35D36+32	Air	0	0	0	0	32	"Dispel Magic,N,4"	0	0	52	52	52	52	Imm	Imm	52	52	Imm	0	0
569	Greater Lich	BLich B	41	192	200	1219	10%15D20+L4Misc	0	N	Med	Aggress	4	200	80	0	0	Fire	40D41+15	Fire	0	0	0	0	41	"Dispel Magic,N,4"	0	0	67	67	67	67	Imm	Imm	67	67	Imm	0	0
570	Power Lich	BLich C	54	219	215	1706	30%30D20+L5Misc	0	N	Short	Suicidal	4	220	70	2	0	Dark	46D47+18	Ener	0	0	0	0	54	"Dispel Magic,N,4"	0	0	81	81	81	81	Imm	Imm	81	81	Imm	0	0
571	Lizard Man	LizardArch A	6	25	121	152	5%4D8+L1Bow	0	N	Med	Normal	4	140	100	0	0	Phys	15D16+2	Arrow	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
572	Lizard Archer	LizardArch B	7	28	136	212	5%6D8+L1Bow	0	N	Short	Normal	4	150	100	0	0	Phys	16D17+10	Arrow	20	Fire	16D17+10	ArrowF	7	0	0	0	10	10	10	10	10	10	10	10	10	0	0
573	Lizard Wizard	LizardArch C	10	32	151	296	5%10D8+L2Bow	0	N	Short	Aggress	4	160	90	0	0	Phys	20D20+3	Arrow	0	0	0	0	10	"Lightning Bolt,N,2"	0	0	30	30	30	30	20	20	20	20	20	0	0
574	Medusa	BMedusa A	32	254	190	1387	10%10D20+L3Misc	0	N	Med	Normal	4	200	80	0	Stone	Phys	35D36+32	0	0	0	0	0	32	"Harm,M,36"	0	0	25	95	95	95	Imm	Imm	95	95	95	0	0
575	Medusa Enchantress	BMedusa B	41	289	205	1941	10%15D20+L4Misc	0	N	Med	Aggress	4	220	80	0	Stonex2	Phys	40D41+15	0	0	0	0	0	41	0	0	0	40	110	110	110	Imm	Imm	110	110	110	0	0
576	Gorgon	BMedusa C	54	330	220	2717	30%30D20+L5Misc	0	N	Short	Suicidal	4	240	70	0	Stonex3	Phys	46D47+18	0	0	0	0	0	54	"Psychic Shock,M,40"	0	0	55	125	125	125	Imm	Imm	125	125	125	0	0
577	Peasant	Merchant A	4	15	0	52	5D20	0	N	Med	Wimp	4	140	50	0	0	Phys	12D13+5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
578	Peasant	Merchant B	5	17	0	72	7D20	0	N	Med	Normal	4	140	50	0	0	Phys	14D14+5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
579	Peasant	Merchant C	6	19	0	100	10D20	0	N	Med	Normal	4	140	50	0	0	Phys	15D16+2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	Minotaur	BMinotaur A	48	499	214	3649	10%10D20+L4Axe	0	N	Long	Normal	4	250	80	0	0	Phys	44D44+2	0	0	0	0	0	48	0	0	0	130	60	130	130	95	60	130	60	60	0	0
581	Minotaur Mage	BMinotaur B	62	568	229	5108	10%20D20+L5Axe	0	N	Med	Aggress	4	260	70	0	0	Phys	50D50+3	0	0	0	0	0	62	"Lightning Bolt,M,22"	0	"Pain Reflection,M,5"	145	75	145	145	110	75	145	75	75	0	0
582	Minotaur King	BMinotaur C	81	648	244	7151	20%50D20+L6Axe	0	N	Short	Suicidal	4	300	60	2	0	Phys	57D57+22	0	0	0	0	0	81	0	0	"Pain Reflection,M,5"	160	90	160	160	125	90	160	90	90	0	0
583	Novice Monk	BMonk A	14	77	163	357	5%L1Amulet	0	N	Long	Normal	4	200	100	0	0	Fire	23D24+13	Fire	0	0	0	0	14	"Fire Bolt,N,5"	0	0	35	0	0	0	0	0	0	0	0	0	0
584	Initiate Monk	BMonk B	18	87	178	499	5%L2Amulet	0	N	Long	Aggress	4	220	90	0	0	Air	26D27+24	Air	0	0	0	0	18	"Lightning Bolt,N,4"	0	0	10	40	10	10	0	10	10	10	10	0	0
585	Master Monk	BMonk C	23	100	193	698	10%L3Amulet	0	N	Long	Suicidal	4	240	80	0	Weakx4	Water	30D30+28	Water	0	0	0	0	23	"IceBolt,M,9"	0	0	27	27	80	27	0	Imm	185	185	185	0	0
586	Swordsman	Nobleman A	14	74	177	338	5%10d10+L1Sword	0	N	Long	Aggress	4	220	90	0	0	Phys	23D24+13	0	0	0	0	0	14	0	0	0	15	15	15	15	0	15	15	15	15	0	0
587	Expert Swordsman	Nobleman B	18	84	192	473	5%15D10+L2Sword	0	N	Med	Aggress	4	250	80	0	0	Phys	26D27+24	0	0	0	0	0	18	0	0	0	45	27	27	27	10	27	27	27	27	0	0
588	Master Swordsman	Nobleman C	23	96	207	662	10%30D10+L3Sword	0	N	Short	Aggress	4	280	70	2	0	Phys	30D30+28	0	20	Phys	30D60+28	0	23	0	0	0	60	43	43	43	23	43	43	43	43	0	0
589	Ooze	BOoze A	15	82	0	376	5%L2	0	N	Free	Normal	4	120	100	2	Poison1x4	Water	24D25+5	0	0	0	0	0	15	0	0	0	0	0	0	0	Imm	0	0	0	0	Imm	0
590	Acidic Ooze	BOoze B	19	93	0	526	5%L3	0	N	Free	Suicidal	4	140	100	3	Poison2x4	Water	27D28+11	0	0	0	0	0	19	"Poison Spray,N,12"	0	0	10	10	10	10	Imm	10	10	10	10	Imm	0
591	Corrosive Ooze	BOoze C	25	106	0	736	5%L4	0	N	Free	Suicidal	4	160	100	4	Poison3	Water	31D32+17	0	0	0	0	0	25	"Toxic Cloud,E,4"	0	0	20	20	20	20	Imm	20	20	20	20	Imm	0
592	Ogre	Ogre A	20	129	164	467	5%10D10+L1Weapon	0	N	Med	Aggress	4	240	90	0	0	Phys	28D28+23	0	0	0	0	0	20	0	0	0	55	55	55	55	55	55	55	55	55	0	0
593	Ogre Raider	Ogre B	26	147	179	653	5%20D10+L2Weapon	0	N	Med	Aggress	4	260	80	0	0	Phys	32D32+26	0	0	0	0	0	26	0	0	0	70	70	70	70	70	70	70	70	70	0	0
594	Ogre Chieftain	Ogre C	33	167	194	914	5%30D10+L3Weapon	0	N	Med	Aggress	4	280	70	2	Poison2x5	Phys	36D37	0	0	0	0	0	33	0	0	0	85	85	85	85	85	85	85	85	85	0	0
